Origin,Destination,Date range: 2021-01-25 - 2021-01-29 Time range: 07:00 - 09:00
Region 24,Region 39,11
Region 24,Region 40,1
Region 24,Region 41,0
Region 24,Region 42,1
Region 24,Region 43,10
Region 24,Region 44,2
Region 24,Region 45,0
Region 24,Region 46,0
Region 24,Region 47,0
Region 24,Region 48,0
Region 24,External,128
Region 25,Region 1,0
Region 25,Region 2,3
Region 25,Region 3,0
Region 25,Region 4,1
Region 25,Region 5,0
Region 25,Region 6,1
Region 25,Region 7,4
Region 25,Region 8,3
Region 25,Region 9,4
Region 25,Region 10,0
Region 25,Region 11,8
Region 25,Region 12,2
Region 25,Region 13,1
Region 25,Region 14,1
Region 25,Region 15,1
Region 25,Region 16,0
Region 25,Region 17,3
Region 25,Region 18,5
Region 25,Region 19,0
Region 25,Region 20,0
Region 25,Region 21,1
Region 25,Region 22,1
Region 25,Region 23,0
Region 25,Region 24,12
Region 25,Region 25,5
Region 25,Region 26,1
Region 25,Region 27,3
Region 25,Region 28,4
Region 25,Region 29,1
Region 25,Region 30,1
Region 25,Region 31,0
Region 25,Region 32,2
Region 25,Region 33,8
Region 25,Region 34,11
Region 25,Region 35,1
Region 25,Region 36,2
Region 25,Region 37,2
Region 25,Region 38,0
Region 25,Region 39,1
Region 25,Region 40,1
Region 25,Region 41,0
Region 25,Region 42,0
Region 25,Region 43,3
Region 25,Region 44,0
Region 25,Region 45,0
Region 25,Region 46,0
Region 25,Region 47,0
Region 25,Region 48,0
Region 25,External,66
Region 26,Region 1,0
Region 26,Region 2,0
Region 26,Region 3,0
Region 26,Region 4,1
Region 26,Region 5,2
Region 26,Region 6,0
Region 26,Region 7,0
Region 26,Region 8,0
Region 26,Region 9,0
Region 26,Region 10,0
Region 26,Region 11,1
Region 26,Region 12,0
Region 26,Region 13,0
Region 26,Region 14,0
Region 26,Region 15,0
Region 26,Region 16,0
Region 26,Region 17,0
Region 26,Region 18,0
Region 26,Region 19,1
Region 26,Region 20,0
Region 26,Region 21,1
Region 26,Region 22,0
Region 26,Region 23,3
Region 26,Region 24,3
Region 26,Region 25,0
Region 26,Region 26,3
Region 26,Region 27,1
Region 26,Region 28,0
Region 26,Region 29,0
Region 26,Region 30,0
Region 26,Region 31,0
Region 26,Region 32,0
Region 26,Region 33,0
Region 26,Region 34,1
Region 26,Region 35,0
Region 26,Region 36,0
Region 26,Region 37,0
Region 26,Region 38,0
Region 26,Region 39,1
Region 26,Region 40,0
Region 26,Region 41,0
Region 26,Region 42,0
Region 26,Region 43,0
Region 26,Region 44,0
Region 26,Region 45,0
Region 26,Region 46,0
Region 26,Region 47,0
Region 26,Region 48,0
Region 26,External,12
Region 27,Region 1,0
Region 27,Region 2,2
Region 27,Region 3,2
Region 27,Region 4,3
Region 27,Region 5,2
Region 27,Region 6,3
Region 27,Region 7,4
Region 27,Region 8,0
Region 27,Region 9,5
Region 27,Region 10,0
Region 27,Region 11,10
Region 27,Region 12,5
Region 27,Region 13,1
Region 27,Region 14,0
Region 27,Region 15,0
Region 27,Region 16,0
Region 27,Region 17,5
Region 27,Region 18,9
Region 27,Region 19,3
Region 27,Region 20,0
Region 27,Region 21,9
Region 27,Region 22,0
Region 27,Region 23,3
Region 27,Region 24,39
Region 27,Region 25,3
Region 27,Region 26,4
Region 27,Region 27,91
Region 27,Region 28,7
Region 27,Region 29,13
Region 27,Region 30,5
Region 27,Region 31,0
Region 27,Region 32,8
Region 27,Region 33,4
Region 27,Region 34,11
Region 27,Region 35,2
Region 27,Region 36,4
Region 27,Region 37,0
Region 27,Region 38,0
Region 27,Region 39,7
Region 27,Region 40,0
Region 27,Region 41,0
Region 27,Region 42,1
Region 27,Region 43,2
Region 27,Region 44,1
Region 27,Region 45,0
Region 27,Region 46,3
Region 27,Region 47,1
Region 27,Region 48,0
Region 27,External,187
Region 28,Region 1,0
Region 28,Region 2,1
Region 28,Region 3,2
Region 28,Region 4,7
Region 28,Region 5,4
Region 28,Region 6,4
Region 28,Region 7,0
Region 28,Region 8,2
Region 28,Region 9,5
Region 28,Region 10,0
Region 28,Region 11,6
Region 28,Region 12,3
Region 28,Region 13,2
Region 28,Region 14,0
Region 28,Region 15,0
Region 28,Region 16,6
Region 28,Region 17,2
Region 28,Region 18,4
Region 28,Region 19,0
Region 28,Region 20,0
Region 28,Region 21,6
Region 28,Region 22,0
Region 28,Region 23,2
Region 28,Region 24,20
Region 28,Region 25,3
Region 28,Region 26,1
Region 28,Region 27,1
Region 28,Region 28,7
Region 28,Region 29,5
Region 28,Region 30,0
Region 28,Region 31,1
Region 28,Region 32,2
Region 28,Region 33,4
Region 28,Region 34,6
Region 28,Region 35,3
Region 28,Region 36,2
Region 28,Region 37,0
Region 28,Region 38,0
Region 28,Region 39,2
Region 28,Region 40,0
Region 28,Region 41,1
Region 28,Region 42,0
Region 28,Region 43,2
Region 28,Region 44,3
Region 28,Region 45,0
Region 28,Region 46,0
Region 28,Region 47,0
Region 28,Region 48,0
Region 28,External,60
Region 29,Region 1,1
Region 29,Region 2,0
Region 29,Region 3,2
Region 29,Region 4,1
Region 29,Region 5,0
Region 29,Region 6,0
Region 29,Region 7,0
Region 29,Region 8,0
Region 29,Region 9,3
Region 29,Region 10,0
Region 29,Region 11,1
Region 29,Region 12,1
Region 29,Region 13,1
Region 29,Region 14,0
Region 29,Region 15,0
Region 29,Region 16,0
Region 29,Region 17,3
Region 29,Region 18,2
Region 29,Region 19,0
Region 29,Region 20,0
Region 29,Region 21,0
Region 29,Region 22,0
Region 29,Region 23,0
Region 29,Region 24,12
Region 29,Region 25,0
Region 29,Region 26,1
Region 29,Region 27,9
Region 29,Region 28,0
Region 29,Region 29,20
Region 29,Region 30,14
Region 29,Region 31,0
Region 29,Region 32,15
Region 29,Region 33,11
Region 29,Region 34,10
Region 29,Region 35,0
Region 29,Region 36,3
Region 29,Region 37,2
Region 29,Region 38,5
Region 29,Region 39,0
Region 29,Region 40,2
Region 29,Region 41,0
Region 29,Region 42,1
Region 29,Region 43,2
Region 29,Region 44,0
Region 29,Region 45,0
Region 29,Region 46,0
Region 29,Region 47,0
Region 29,Region 48,0
Region 29,External,96
Region 30,Region 1,0
Region 30,Region 2,0
Region 30,Region 3,1
Region 30,Region 4,1
Region 30,Region 5,0
Region 30,Region 6,0
Region 30,Region 7,0
Region 30,Region 8,0
Region 30,Region 9,3
Region 30,Region 10,0
Region 30,Region 11,1
Region 30,Region 12,0
Region 30,Region 13,3
Region 30,Region 14,0
Region 30,Region 15,0
Region 30,Region 16,0
Region 30,Region 17,0
Region 30,Region 18,4
Region 30,Region 19,1
Region 30,Region 20,2
Region 30,Region 21,2
Region 30,Region 22,0
Region 30,Region 23,0
Region 30,Region 24,11
Region 30,Region 25,2
Region 30,Region 26,0
Region 30,Region 27,6
Region 30,Region 28,0
Region 30,Region 29,15
Region 30,Region 30,25
Region 30,Region 31,0
Region 30,Region 32,2
Region 30,Region 33,5
Region 30,Region 34,8
Region 30,Region 35,0
Region 30,Region 36,1
Region 30,Region 37,0
Region 30,Region 38,0
Region 30,Region 39,0
Region 30,Region 40,0
Region 30,Region 41,0
Region 30,Region 42,1
Region 30,Region 43,3
Region 30,Region 44,0
Region 30,Region 45,0
Region 30,Region 46,0
Region 30,Region 47,0
Region 30,Region 48,0
Region 30,External,83
Region 31,Region 1,0
Region 31,Region 2,0
Region 31,Region 3,0
Region 31,Region 4,0
Region 31,Region 5,0
Region 31,Region 6,0
Region 31,Region 7,0
Region 31,Region 8,0
Region 31,Region 9,0
Region 31,Region 10,0
Region 31,Region 11,0
Region 31,Region 12,0
Region 31,Region 13,0
Region 31,Region 14,0
Region 31,Region 15,0
Region 31,Region 16,0
Region 31,Region 17,0
Region 31,Region 18,0
Region 31,Region 19,0
Region 31,Region 20,0
Region 31,Region 21,0
Region 31,Region 22,0
Region 31,Region 23,0
Region 31,Region 24,0
Region 31,Region 25,0
Region 31,Region 26,0
Region 31,Region 27,0
Region 31,Region 28,0
Region 31,Region 29,0
Region 31,Region 30,0
Region 31,Region 31,0
Region 31,Region 32,0
Region 31,Region 33,0
Region 31,Region 34,0
Region 31,Region 35,0
Region 31,Region 36,0
Region 31,Region 37,0
Region 31,Region 38,1
Region 31,Region 39,0
Region 31,Region 40,0
Region 31,Region 41,0
Region 31,Region 42,0
Region 31,Region 43,0
Region 31,Region 44,0
Region 31,Region 45,0
Region 31,Region 46,0
Region 31,Region 47,0
Region 31,Region 48,0
Region 31,External,0
Region 32,Region 1,0
Region 32,Region 2,0
Region 32,Region 3,1
Region 32,Region 4,3
Region 32,Region 5,0
Region 32,Region 6,1
Region 32,Region 7,0
Region 32,Region 8,1
Region 32,Region 9,0
Region 32,Region 10,0
Region 32,Region 11,1
Region 32,Region 12,1
Region 32,Region 13,0
Region 32,Region 14,0
Region 32,Region 15,1
Region 32,Region 16,1
Region 32,Region 17,0
Region 32,Region 18,0
Region 32,Region 19,1
Region 32,Region 20,1
Region 32,Region 21,0
Region 32,Region 22,0
Region 32,Region 23,0
Region 32,Region 24,4
Region 32,Region 25,3
Region 32,Region 26,0
Region 32,Region 27,0
Region 32,Region 28,0
Region 32,Region 29,8
Region 32,Region 30,3
Region 32,Region 31,0
Region 32,Region 32,15
Region 32,Region 33,8
Region 32,Region 34,6
Region 32,Region 35,1
Region 32,Region 36,5
Region 32,Region 37,1
Region 32,Region 38,2
Region 32,Region 39,5
Region 32,Region 40,0
Region 32,Region 41,1
Region 32,Region 42,0
Region 32,Region 43,1
Region 32,Region 44,1
Region 32,Region 45,0
Region 32,Region 46,1
Region 32,Region 47,0
Region 32,Region 48,0
Region 32,External,59
Region 33,Region 1,2
Region 33,Region 2,0
Region 33,Region 3,3
Region 33,Region 4,3
Region 33,Region 5,5
Region 33,Region 6,1
Region 33,Region 7,0
Region 33,Region 8,0
Region 33,Region 9,2
Region 33,Region 10,0
Region 33,Region 11,3
Region 33,Region 12,3
Region 33,Region 13,1
Region 33,Region 14,5
Region 33,Region 15,2
Region 33,Region 16,2
Region 33,Region 17,12
Region 33,Region 18,3
Region 33,Region 19,1
Region 33,Region 20,0
Region 33,Region 21,0
Region 33,Region 22,1
Region 33,Region 23,1
Region 33,Region 24,7
Region 33,Region 25,3
Region 33,Region 26,0
Region 33,Region 27,3
Region 33,Region 28,2
Region 33,Region 29,3
Region 33,Region 30,3
Region 33,Region 31,0
Region 33,Region 32,11
Region 33,Region 33,16
Region 33,Region 34,13
Region 33,Region 35,2
Region 33,Region 36,3
Region 33,Region 37,3
Region 33,Region 38,1
Region 33,Region 39,2
Region 33,Region 40,4
Region 33,Region 41,1
Region 33,Region 42,0
Region 33,Region 43,5
Region 33,Region 44,2
Region 33,Region 45,0
Region 33,Region 46,0
Region 33,Region 47,0
Region 33,Region 48,1
Region 33,External,108
Region 34,Region 1,0
Region 34,Region 2,3
Region 34,Region 3,3
Region 34,Region 4,4
Region 34,Region 5,2
Region 34,Region 6,0
Region 34,Region 7,3
Region 34,Region 8,2
Region 34,Region 9,3
Region 34,Region 10,0
Region 34,Region 11,15
Region 34,Region 12,2
Region 34,Region 13,6
Region 34,Region 14,0
Region 34,Region 15,1
Region 34,Region 16,4
Region 34,Region 17,10
Region 34,Region 18,4
Region 34,Region 19,1
Region 34,Region 20,0
Region 34,Region 21,1
Region 34,Region 22,2
Region 34,Region 23,1
Region 34,Region 24,29
Region 34,Region 25,4
Region 34,Region 26,0
Region 34,Region 27,14
Region 34,Region 28,11
Region 34,Region 29,18
Region 34,Region 30,9
Region 34,Region 31,0
Region 34,Region 32,11
Region 34,Region 33,14
Region 34,Region 34,58
Region 34,Region 35,3
Region 34,Region 36,3
Region 34,Region 37,1
Region 34,Region 38,0
Region 34,Region 39,1
Region 34,Region 40,1
Region 34,Region 41,0
Region 34,Region 42,1
Region 34,Region 43,6
Region 34,Region 44,2
Region 34,Region 45,0
Region 34,Region 46,1
Region 34,Region 47,0
Region 34,Region 48,0
Region 34,External,148
Region 35,Region 1,1
Region 35,Region 2,0
Region 35,Region 3,3
Region 35,Region 4,5
Region 35,Region 5,7
Region 35,Region 6,1
Region 35,Region 7,1
Region 35,Region 8,4
Region 35,Region 9,1
Region 35,Region 10,0
Region 35,Region 11,2
Region 35,Region 12,0
Region 35,Region 13,1
Region 35,Region 14,1
Region 35,Region 15,1
Region 35,Region 16,5
Region 35,Region 17,3
Region 35,Region 18,7
Region 35,Region 19,1
Region 35,Region 20,0
Region 35,Region 21,0
Region 35,Region 22,1
Region 35,Region 23,0
Region 35,Region 24,0
Region 35,Region 25,0
Region 35,Region 26,0
Region 35,Region 27,0
Region 35,Region 28,0
Region 35,Region 29,0
Region 35,Region 30,1
Region 35,Region 31,0
Region 35,Region 32,0
Region 35,Region 33,2
Region 35,Region 34,0
Region 35,Region 35,18
Region 35,Region 36,14
Region 35,Region 37,10
Region 35,Region 38,6
Region 35,Region 39,14
Region 35,Region 40,9
Region 35,Region 41,0
Region 35,Region 42,7
Region 35,Region 43,13
Region 35,Region 44,2
Region 35,Region 45,0
Region 35,Region 46,1
Region 35,Region 47,0
Region 35,Region 48,1
Region 35,External,141
Region 36,Region 1,0
Region 36,Region 2,0
Region 36,Region 3,3
Region 36,Region 4,4
Region 36,Region 5,0
Region 36,Region 6,0
Region 36,Region 7,0
Region 36,Region 8,1
Region 36,Region 9,0
Region 36,Region 10,0
Region 36,Region 11,5
Region 36,Region 12,1
Region 36,Region 13,2
Region 36,Region 14,1
Region 36,Region 15,0
Region 36,Region 16,6
Region 36,Region 17,8
Region 36,Region 18,3
Region 36,Region 19,1
Region 36,Region 20,2
Region 36,Region 21,0
Region 36,Region 22,0
Region 36,Region 23,1
Region 36,Region 24,1
Region 36,Region 25,4
Region 36,Region 26,0
Region 36,Region 27,1
Region 36,Region 28,0
Region 36,Region 29,0
Region 36,Region 30,0
Region 36,Region 31,0
Region 36,Region 32,7
Region 36,Region 33,6
Region 36,Region 34,4
Region 36,Region 35,4
Region 36,Region 36,30
Region 36,Region 37,6
Region 36,Region 38,8
Region 36,Region 39,10
Region 36,Region 40,5
Region 36,Region 41,0
Region 36,Region 42,0
Region 36,Region 43,5
Region 36,Region 44,1
Region 36,Region 45,0
Region 36,Region 46,3
Region 36,Region 47,0
Region 36,Region 48,0
Region 36,External,84
Region 37,Region 1,1
Region 37,Region 2,0
Region 37,Region 3,3
Region 37,Region 4,8
Region 37,Region 5,1
Region 37,Region 6,1
Region 37,Region 7,2
Region 37,Region 8,2
Region 37,Region 9,3
Region 37,Region 10,0
Region 37,Region 11,0
Region 37,Region 12,1
Region 37,Region 13,1
Region 37,Region 14,0
Region 37,Region 15,0
Region 37,Region 16,2
Region 37,Region 17,5
Region 37,Region 18,13
Region 37,Region 19,4
Region 37,Region 20,1
Region 37,Region 21,6
Region 37,Region 22,1
Region 37,Region 23,1
Region 37,Region 24,2
Region 37,Region 25,0
Region 37,Region 26,0
Region 37,Region 27,1
Region 37,Region 28,0
Region 37,Region 29,0
Region 37,Region 30,0
Region 37,Region 31,0
Region 37,Region 32,2
Region 37,Region 33,3
Region 37,Region 34,3
Region 37,Region 35,28
Region 37,Region 36,14
Region 37,Region 37,26
Region 37,Region 38,5
Region 37,Region 39,11
Region 37,Region 40,22
Region 37,Region 41,2
Region 37,Region 42,2
Region 37,Region 43,17
Region 37,Region 44,5
Region 37,Region 45,1
Region 37,Region 46,4
Region 37,Region 47,1
Region 37,Region 48,1
Region 37,External,225
Region 38,Region 1,0
Region 38,Region 2,0
Region 38,Region 3,0
Region 38,Region 4,5
Region 38,Region 5,1
Region 38,Region 6,0
Region 38,Region 7,0
Region 38,Region 8,3
Region 38,Region 9,0
Region 38,Region 10,0
Region 38,Region 11,1
Region 38,Region 12,1
Region 38,Region 13,0
Region 38,Region 14,0
Region 38,Region 15,0
Region 38,Region 16,2
Region 38,Region 17,1
Region 38,Region 18,2
Region 38,Region 19,0
Region 38,Region 20,0
Region 38,Region 21,0
Region 38,Region 22,0
Region 38,Region 23,0
Region 38,Region 24,0
Region 38,Region 25,0
Region 38,Region 26,0
Region 38,Region 27,1
Region 38,Region 28,4
Region 38,Region 29,0
Region 38,Region 30,0
Region 38,Region 31,1
Region 38,Region 32,2
Region 38,Region 33,1
Region 38,Region 34,1
Region 38,Region 35,5
Region 38,Region 36,12
Region 38,Region 37,6
Region 38,Region 38,10
Region 38,Region 39,2
Region 38,Region 40,0
Region 38,Region 41,0
Region 38,Region 42,2
Region 38,Region 43,2
Region 38,Region 44,1
Region 38,Region 45,0
Region 38,Region 46,0
Region 38,Region 47,0
Region 38,Region 48,0
Region 38,External,72
Region 39,Region 1,1
Region 39,Region 2,0
Region 39,Region 3,2
Region 39,Region 4,3
Region 39,Region 5,5
Region 39,Region 6,2
Region 39,Region 7,1
Region 39,Region 8,3
Region 39,Region 9,2
Region 39,Region 10,0
Region 39,Region 11,5
Region 39,Region 12,0
Region 39,Region 13,1
Region 39,Region 14,0
Region 39,Region 15,1
Region 39,Region 16,2
Region 39,Region 17,6
Region 39,Region 18,6
Region 39,Region 19,4
Region 39,Region 20,0
Region 39,Region 21,0
Region 39,Region 22,1
Region 39,Region 23,0
Region 39,Region 24,0
Region 39,Region 25,0
Region 39,Region 26,0
Region 39,Region 27,1
Region 39,Region 28,0
Region 39,Region 29,0
Region 39,Region 30,0
Region 39,Region 31,0
Region 39,Region 32,0
Region 39,Region 33,6
Region 39,Region 34,2
Region 39,Region 35,20
Region 39,Region 36,8
Region 39,Region 37,5
Region 39,Region 38,0
Region 39,Region 39,10
Region 39,Region 40,4
Region 39,Region 41,1
Region 39,Region 42,1
Region 39,Region 43,15
Region 39,Region 44,3
Region 39,Region 45,0
Region 39,Region 46,0
Region 39,Region 47,0
Region 39,Region 48,0
Region 39,External,111
Region 40,Region 1,1
Region 40,Region 2,0
Region 40,Region 3,3
Region 40,Region 4,3
Region 40,Region 5,8
Region 40,Region 6,6
Region 40,Region 7,2
Region 40,Region 8,3
Region 40,Region 9,1
Region 40,Region 10,0
Region 40,Region 11,6
Region 40,Region 12,0
Region 40,Region 13,1
Region 40,Region 14,1
Region 40,Region 15,1
Region 40,Region 16,3
Region 40,Region 17,4
Region 40,Region 18,7
Region 40,Region 19,1
Region 40,Region 20,1
Region 40,Region 21,0
Region 40,Region 22,0
Region 40,Region 23,0
Region 40,Region 24,2
Region 40,Region 25,3
Region 40,Region 26,0
Region 40,Region 27,0
Region 40,Region 28,1
Region 40,Region 29,0
Region 40,Region 30,1
Region 40,Region 31,0
Region 40,Region 32,1
Region 40,Region 33,5
Region 40,Region 34,1
Region 40,Region 35,12
Region 40,Region 36,10
Region 40,Region 37,9
Region 40,Region 38,0
Region 40,Region 39,5
Region 40,Region 40,53
Region 40,Region 41,12
Region 40,Region 42,9
Region 40,Region 43,20
Region 40,Region 44,8
Region 40,Region 45,0
Region 40,Region 46,4
Region 40,Region 47,0
Region 40,Region 48,1
Region 40,External,134
Region 41,Region 1,1
Region 41,Region 2,2
Region 41,Region 3,1
Region 41,Region 4,0
Region 41,Region 5,1
Region 41,Region 6,0
Region 41,Region 7,0
Region 41,Region 8,1
Region 41,Region 9,0
Region 41,Region 10,0
Region 41,Region 11,0
Region 41,Region 12,0
Region 41,Region 13,1
Region 41,Region 14,0
Region 41,Region 15,0
Region 41,Region 16,2
Region 41,Region 17,1
Region 41,Region 18,1
Region 41,Region 19,1
Region 41,Region 20,1
Region 41,Region 21,1
Region 41,Region 22,5
Region 41,Region 23,0
Region 41,Region 24,0
Region 41,Region 25,0
Region 41,Region 26,0
Region 41,Region 27,0
Region 41,Region 28,0
Region 41,Region 29,0
Region 41,Region 30,0
Region 41,Region 31,0
Region 41,Region 32,0
Region 41,Region 33,0
Region 41,Region 34,1
Region 41,Region 35,3
Region 41,Region 36,4
Region 41,Region 37,2
Region 41,Region 38,0
Region 41,Region 39,0
Region 41,Region 40,7
Region 41,Region 41,8
Region 41,Region 42,3
Region 41,Region 43,5
Region 41,Region 44,2
Region 41,Region 45,0
Region 41,Region 46,0
Region 41,Region 47,0
Region 41,Region 48,0
Region 41,External,35
Region 42,Region 1,0
Region 42,Region 2,0
Region 42,Region 3,1
Region 42,Region 4,5
Region 42,Region 5,2
Region 42,Region 6,4
Region 42,Region 7,0
Region 42,Region 8,0
Region 42,Region 9,0
Region 42,Region 10,0
Region 42,Region 11,2
Region 42,Region 12,0
Region 42,Region 13,0
Region 42,Region 14,0
Region 42,Region 15,0
Region 42,Region 16,0
Region 42,Region 17,0
Region 42,Region 18,2
Region 42,Region 19,0
Region 42,Region 20,1
Region 42,Region 21,0
Region 42,Region 22,0
Region 42,Region 23,0
Region 42,Region 24,1
Region 42,Region 25,0
Region 42,Region 26,0
Region 42,Region 27,0
Region 42,Region 28,0
Region 42,Region 29,1
Region 42,Region 30,0
Region 42,Region 31,0
Region 42,Region 32,0
Region 42,Region 33,2
Region 42,Region 34,2
Region 42,Region 35,6
Region 42,Region 36,2
Region 42,Region 37,0
Region 42,Region 38,0
Region 42,Region 39,2
Region 42,Region 40,8
Region 42,Region 41,1
Region 42,Region 42,15
Region 42,Region 43,13
Region 42,Region 44,8
Region 42,Region 45,0
Region 42,Region 46,1
Region 42,Region 47,0
Region 42,Region 48,0
Region 42,External,27
Region 43,Region 1,2
Region 43,Region 2,0
Region 43,Region 3,3
Region 43,Region 4,12
Region 43,Region 5,4
Region 43,Region 6,18
Region 43,Region 7,0
Region 43,Region 8,8
Region 43,Region 9,0
Region 43,Region 10,0
Region 43,Region 11,11
Region 43,Region 12,0
Region 43,Region 13,1
Region 43,Region 14,0
Region 43,Region 15,0
Region 43,Region 16,7
Region 43,Region 17,5
Region 43,Region 18,4
Region 43,Region 19,1
Region 43,Region 20,1
Region 43,Region 21,0
Region 43,Region 22,1
Region 43,Region 23,4
Region 43,Region 24,4
Region 43,Region 25,0
Region 43,Region 26,0
Region 43,Region 27,1
Region 43,Region 28,0
Region 43,Region 29,2
Region 43,Region 30,0
Region 43,Region 31,0
Region 43,Region 32,1
Region 43,Region 33,3
Region 43,Region 34,1
Region 43,Region 35,4
Region 43,Region 36,9
Region 43,Region 37,11
Region 43,Region 38,1
Region 43,Region 39,10
Region 43,Region 40,28
Region 43,Region 41,4
Region 43,Region 42,2
Region 43,Region 43,31
Region 43,Region 44,16
Region 43,Region 45,0
Region 43,Region 46,2
Region 43,Region 47,0
Region 43,Region 48,2
Region 43,External,205
Region 44,Region 1,2
Region 44,Region 2,0
Region 44,Region 3,3
Region 44,Region 4,14
Region 44,Region 5,8
Region 44,Region 6,4
Region 44,Region 7,3
Region 44,Region 8,5
Region 44,Region 9,4
Region 44,Region 10,0
Region 44,Region 11,11
Region 44,Region 12,1
Region 44,Region 13,2
Region 44,Region 14,0
Region 44,Region 15,0
Region 44,Region 16,2
Region 44,Region 17,4
Region 44,Region 18,9
Region 44,Region 19,8
Region 44,Region 20,2
Region 44,Region 21,1
Region 44,Region 22,2
Region 44,Region 23,0
Region 44,Region 24,6
Region 44,Region 25,0
Region 44,Region 26,0
Region 44,Region 27,0
Region 44,Region 28,3
Region 44,Region 29,2
Region 44,Region 30,0
Region 44,Region 31,0
Region 44,Region 32,2
Region 44,Region 33,2
Region 44,Region 34,1
Region 44,Region 35,1
Region 44,Region 36,3
Region 44,Region 37,5
Region 44,Region 38,1
Region 44,Region 39,3
Region 44,Region 40,13
Region 44,Region 41,1
Region 44,Region 42,4
Region 44,Region 43,24
Region 44,Region 44,19
Region 44,Region 45,1
Region 44,Region 46,2
Region 44,Region 47,0
Region 44,Region 48,0
Region 44,External,130
Region 45,Region 1,0
Region 45,Region 2,0
Region 45,Region 3,0
Region 45,Region 4,0
Region 45,Region 5,1
Region 45,Region 6,0
Region 45,Region 7,0
Region 45,Region 8,0
Region 45,Region 9,0
Region 45,Region 10,0
Region 45,Region 11,0
Region 45,Region 12,0
Region 45,Region 13,0
Region 45,Region 14,0
Region 45,Region 15,0
Region 45,Region 16,0
Region 45,Region 17,0
Region 45,Region 18,1
Region 45,Region 19,0
Region 45,Region 20,0
Region 45,Region 21,0
Region 45,Region 22,1
Region 45,Region 23,0
Region 45,Region 24,0
Region 45,Region 25,0
Region 45,Region 26,0
Region 45,Region 27,0
Region 45,Region 28,1
Region 45,Region 29,0
Region 45,Region 30,0
Region 45,Region 31,0
Region 45,Region 32,0
Region 45,Region 33,0
Region 45,Region 34,0
Region 45,Region 35,0
Region 45,Region 36,0
Region 45,Region 37,0
Region 45,Region 38,0
Region 45,Region 39,1
Region 45,Region 40,0
Region 45,Region 41,0
Region 45,Region 42,0
Region 45,Region 43,0
Region 45,Region 44,0
Region 45,Region 45,2
Region 45,Region 46,0
Region 45,Region 47,0
Region 45,Region 48,0
Region 45,External,4
Region 46,Region 1,0
Region 46,Region 2,0
Region 46,Region 3,3
Region 46,Region 4,0
Region 46,Region 5,1
Region 46,Region 6,0
Region 46,Region 7,0
Region 46,Region 8,1
Region 46,Region 9,4
Region 46,Region 10,0
Region 46,Region 11,3
Region 46,Region 12,1
Region 46,Region 13,0
Region 46,Region 14,0
Region 46,Region 15,0
Region 46,Region 16,4
Region 46,Region 17,1
Region 46,Region 18,0
Region 46,Region 19,0
Region 46,Region 20,0
Region 46,Region 21,1
Region 46,Region 22,0
Region 46,Region 23,0
Region 46,Region 24,2
Region 46,Region 25,0
Region 46,Region 26,0
Region 46,Region 27,0
Region 46,Region 28,0
Region 46,Region 29,0
Region 46,Region 30,0
Region 46,Region 31,0
Region 46,Region 32,1
Region 46,Region 33,1
Region 46,Region 34,0
Region 46,Region 35,5
Region 46,Region 36,1
Region 46,Region 37,2
Region 46,Region 38,0
Region 46,Region 39,4
Region 46,Region 40,3
Region 46,Region 41,0
Region 46,Region 42,1
Region 46,Region 43,1
Region 46,Region 44,0
Region 46,Region 45,0
Region 46,Region 46,11
Region 46,Region 47,0
Region 46,Region 48,0
Region 46,External,51
Region 47,Region 1,0
Region 47,Region 2,0
Region 47,Region 3,0
Region 47,Region 4,0
Region 47,Region 5,0
Region 47,Region 6,1
Region 47,Region 7,0
Region 47,Region 8,0
Region 47,Region 9,0
Region 47,Region 10,0
Region 47,Region 11,0
Region 47,Region 12,0
Region 47,Region 13,0
Region 47,Region 14,0
Region 47,Region 15,0
Region 47,Region 16,0
Region 47,Region 17,0
Region 47,Region 18,0
Region 47,Region 19,1
Region 47,Region 20,1
Region 47,Region 21,0
Region 47,Region 22,0
Region 47,Region 23,1
Region 47,Region 24,0
Region 47,Region 25,0
Region 47,Region 26,0
Region 47,Region 27,0
Region 47,Region 28,0
Region 47,Region 29,0
Region 47,Region 30,0
Region 47,Region 31,0
Region 47,Region 32,0
Region 47,Region 33,0
Region 47,Region 34,0
Region 47,Region 35,0
Region 47,Region 36,0
Region 47,Region 37,0
Region 47,Region 38,0
Region 47,Region 39,0
Region 47,Region 40,0
Region 47,Region 41,0
Region 47,Region 42,0
Region 47,Region 43,0
Region 47,Region 44,0
Region 47,Region 45,0
Region 47,Region 46,0
Region 47,Region 47,0
Region 47,Region 48,1
Region 47,External,1
Region 48,Region 1,0
Region 48,Region 2,0
Region 48,Region 3,0
Region 48,Region 4,2
Region 48,Region 5,0
Region 48,Region 6,0
Region 48,Region 7,0
Region 48,Region 8,0
Region 48,Region 9,0
Region 48,Region 10,0
Region 48,Region 11,2
Region 48,Region 12,0
Region 48,Region 13,0
Region 48,Region 14,0
Region 48,Region 15,0
Region 48,Region 16,0
Region 48,Region 17,2
Region 48,Region 18,0
Region 48,Region 19,0
Region 48,Region 20,0
Region 48,Region 21,0
Region 48,Region 22,0
Region 48,Region 23,0
Region 48,Region 24,0
Region 48,Region 25,0
Region 48,Region 26,0
Region 48,Region 27,0
Region 48,Region 28,0
Region 48,Region 29,0
Region 48,Region 30,0
Region 48,Region 31,0
